start	end	text
918000	921000	They want to spread harm and animosity, hate.
923000	928000	And they want to eat corrupt food, meaning they want to eat from illegitimate means,
928000	933000	haram means, through cheating, through lying, through stealing, through robbery.
933000	937000	They are making terrible their behaviors have been.
937000	941000	And the Jews said,
942000	945000	Allah's hands are tied.
945000	947000	Allah's hands are tied.
947000	949000	May their hands be tied.
949000	952000	And they should be cursed because of what they said.
952000	954000	Now, what does it mean Allah's hands are tied?
954000	956000	Where's Allah? Allah's not doing anything.
956000	958000	Why is this happening to us?
958000	961000	Why is this, why is his hands tied?
961000	963000	Where was Allah when I had a car accident?
963000	965000	Where was Allah when I lost my job?
965000	968000	Where was Allah when this happened in this country and that happened in that country?
968000	970000	Where was, what are they trying to say?
970000	972000	Allah's hands are tied.
972000	975000	Alhamdulillah, we don't do that.
975000	976000	Oops.
976000	977000	But
977000	982000	He spends how he wants.
982000	983000	Well,
987000	989000	Watch this and a good number of them,
989000	997000	what has been sent to you from your rub makes them even more rebellious and more, more, more disbelieving.
997000	999000	Meaning they get offended by the word of Allah.
999000	1010000	And we have put animosity and hatred between them for each other until judgment day.
1010000	1017000	Every time they try to start a new fire of war, Allah puts it out.
1017000	1024000	They make all kinds of efforts to create corruption in the land, in the region.
1024000	1029000	Allah does not love those who cause corruption.
1029000	1036000	They even killed prophets.
1036000	1037000	Allah says,
1043000	1045000	Every time a prophet would come to them,
1045000	1048000	a messenger would come telling them something they don't want to hear,
1048000	1051000	either they called him a liar or they got him killed.
1051000	1054000	Well, we don't have any more prophets after Muhammad sallallahu alayhi wa sallam,
1054000	1060000	but we have people that would invite people or educate people about what the prophet taught,
1060000	1065000	what the Book of Allah taught, and sometimes we don't want to hear what the Book of Allah says.
1065000	1069000	So what did we do with certain people that were saying this is what Allah says?
1069000	1076000	We would either call them liars, humiliate them, disgrace them, or even get them killed.
1076000	1081000	There were many great scholars of Islamic history that were jailed, beat, tortured, killed, humiliated,
1081000	1085000	and many of them even today, people say lots of lies against them.
1085000	1086000	I'm not afraid to say it.
1086000	1092000	I think Imam Abu Hanifa r.a is one of the most lied about people in Islamic history.
1092000	1096000	Like even people who like him lie about him, don't even know.
1096000	1100000	Like there's so much wrong done with certain people in our history and he's one of those people.
1100000	1103000	He's one of the Muslim-mean in Islamic history.
1103000	1105000	Honest to God.
1105000	1114000	And there's just, he was such a remarkable figure and then later on the worst things were associated with him.
1114000	1119000	And you know how sometimes, I'll give you an analogy, sometimes you go to some people's house,
1119000	1121000	they insult you nicely.
1121000	1123000	You know what I'm talking about?
1123000	1126000	Oh, Mashallah, you still have the same job, huh?
1129000	1131000	Hey, you still driving that Toyota?
1131000	1132000	Cool.
1132000	1134000	Yeah, I remember.
1134000	1137000	Does it still have the same scratches?
1137000	1140000	Are those people who insult you nicely?
1140000	1144000	There's a lot of people who insult the scholars of the past nicely.
1144000	1147000	May Allah reward him, Mashallah.
1147000	1151000	And then they'll still all catalyze about.
1151000	1155000	And this, this is for the Fariqah and Kebzabu and Fariqah and Yakturun.
1155000	1157000	They would kill prophets.
1157000	1159000	They would lie against prophets.
1159000	1161000	We don't, Alhamdulillah, there's no more prophets.
1161000	1164000	But the next best thing is the ambassador of the prophets.
1164000	1166000	Who are the ambassadors of the prophets?
1166000	1168000	The scholars.
1168000	1172000	So the ones who, among them, who did speak the truth, they, you, you didn't want to hear what they have to say,
1172000	1175000	because what happened with the Israelites where they were living under kingdoms
1175000	1180000	and so their religious hierarchy was associated with the government.
1180000	1183000	So if a scholar came and said something the government didn't want to hear,
1183000	1190000	then he would put the, his payroll scholars to go after the scholar that's not on the payroll and annihilate him.
1190000	1192000	If that wasn't enough, get them killed.
1192000	1194000	Get rid of them all together.
1194000	1196000	You know? Throw them in jail. Do this to that.
1196000	1199000	So this is Fariqah and Kebzabu and Fariqah and Yakturun.
1199000	1202000	Ka'nu la'yatanaahuna an munkarin fa'aloo. This is scary.
1202000	1206000	They didn't use to stop each other from bad things that they did.
1206000	1208000	They just didn't let it happen and just say,
1208000	1211000	what can I do? There's just us, who they are, is who they do.
1211000	1213000	They wouldn't even say anything bad about it.
1213000	1216000	La bisa ma ka'nu ya fa'aloo, what a terrible thing they were doing.
1216000	1218000	Meaning, not only were the bad people doing something bad,
1218000	1221000	the people that were standing and watching were also doing something terrible.
1221000	1223000	Just becoming bystanders.
1223000	1228000	Ya ayyu an ladinaa manoo la tasalua an asyaa, entubdala kum tasaukum.
1228000	1233000	Those of you who have faith, don't ask about things that if you find out about them,
1233000	1235000	they will hurt you.
1235000	1239000	Wa entasalua anhaa hayda yu-razaan mukr'aan, tubdala kum, a'fa allahu anhaa.
1239000	1243000	And if you ask about them, when the Quran is still coming down,
1243000	1246000	they will be made clear to you, Allah has forgiven certain things.
1246000	1248000	Meaning, if Allah didn't talk about something,
1248000	1252000	if Allah didn't say this is halal or this is haram, He didn't discuss the issue.
1252000	1256000	That's not because Allah didn't remember to discuss the issue.
1256000	1260000	It's because whatever He doesn't mention, He has forgiven.
1260000	1262000	That's what Allah is saying, a'fa allahu anhaa.
1262000	1264000	Allah has already forgiven it.
1264000	1266000	But what do people want to know?
1266000	1268000	Can you tell me about this? Can you tell me about this?
1268000	1269000	Can you tell me about this?
1269000	1273000	Musa A.S. told the people, slaughter a cow.
1273000	1275000	Easy, slaughter a cow.
1275000	1277000	What is it? No, a cow will cover cow.
1277000	1281000	How big, how tall, how fat, skinny, you know, it's still confusing.
1281000	1285000	And the more questions they asked, the answer became easier and more difficult.
1285000	1288000	So who created the difficulty?
1288000	1291000	Their questions created the difficulty.
1291000	1292000	Their questions created the difficulty.
1292000	1294000	And He says, Allah says,
1299000	1302000	There were people before you that used to ask a lot of questions
1302000	1305000	on creating more and more complications.
1305000	1307000	And because of it, they became disbelievers.
1307000	1310000	Because of their questions, they became disbelievers.
1310000	1313000	Guys, sorry for the interruption in the middle of this lecture.
1313000	1316000	Just before you continue, I want to let you know and encourage you
1316000	1318000	that I want you to sign up for bayinatv.com
1318000	1322000	and help other sign up, even sponsor students for bayinatv.com
1322000	1326000	so we can create worldwide communities of students that are studying the meanings
1326000	1328000	and the benefit and the wisdom of the Quran
1328000	1330000	and are insha'Allah, spreading that in their own circles.
1330000	1331000	Thanks so much.
1331000	1334000	Because of their questions, they became disbelievers.
1334000	1339000	So that's one, you know, it's not like you're not allowed to ask questions.
1339000	1341000	Of course, you're allowed to ask questions.
1341000	1345000	But when you're trying to split hairs, you know,
1345000	1350000	and get into nitty gritty details, details on top of details on top of details,
1350000	1354000	complicating things more than they need to be complicated, you know,
1354000	1358000	then you're just creating, you're making the religion so difficult
1358000	1361000	that you can't even practice it.
1361000	1362000	It will become impossible.
1362000	1363000	Okay.
1363000	1366000	So now another disease that they used to have.
1366000	1368000	You were the people from Mahantum Ha'udah,
1368000	1372000	Takhtulun Anfusakum Wa Toqriyuna Fariqa Minkum Min Diyaarihim.
1372000	1376000	You were the same people who used to kill each other.
1376000	1379000	They were Muslims, killing other Muslims.
1379000	1382000	But then, and then you were killing, you were expelling them,
1382000	1384000	your own people from your own homes,
1384000	1387000	and you were taking over each other's properties,
1387000	1389000	T'allah Aruna Aalaihim Bilal I.
1389000	1392000	You were making aggressive moves against each other,
1392000	1395000	invading each other's properties, taking each other's land and things like that.
1395000	1398000	But then after you fought each other,
1398000	1402000	by the way, when the Muslims fought each other, they became weak.
1402000	1405000	If a family is having fights within itself, the family is weak,
1405000	1408000	which means it's easier to attack from the outside.
1408000	1412000	So when the Israelites fought each other, other nations saw that they're weak.
1412000	1414000	So they started invading them.
1414000	1416000	When they invaded them, many of them became slaves.
1416000	1420000	Then they would have fundraisers, our Muslim brothers are being tortured.
1420000	1423000	Please, raise some money so we can free our Muslim brothers.
1423000	1425000	Wa In Ya'atukum Musaara Tufaduhum
1425000	1429000	When they come to you as slaves, you go and pay money to rescue them.
1429000	1431000	You want to raise money for that cause.
1431000	1434000	Wa Wa Mu'harramun Aalaikum Ikhrajuhum
1434000	1437000	Kicking them out of their homes in the first place was haram for you.
1437000	1440000	You created a conflict that led them to become this way,
1440000	1444000	and then you want to come and rescue them. This is what Tufrah says.
1444000	1448000	The first was the infighting, and then there was a whole help your fellow brother.
1448000	1451000	This hypocrisy was created within them.
1451000	1453000	Okay, then,
1453000	1456000	Ifa Tugliluna Bi Ba'ud Lil Kitabi Wa Takt Furuna Bi Ba'ud
1456000	1461000	Do you believe in some parts of the book and just completely reject other parts of the book?
1461000	1464000	Fa Maa Jazaa'u Ma Ya'f'alu Dhalika
1464000	1468000	Inlaa Khizyul Fi Al Hayatul Dunyaa
1468000	1471000	What could be the payback for someone who does something like that,
1471000	1473000	except they should be humiliated in this light?
1473000	1475000	They should live in humiliation.
1475000	1478000	Wa Yaumal Qiyamati Yuradunaylaa Shadil Adab
1478000	1482000	In the Day of Resurrection, they will be taken back to the worst of punishments.
1482000	1486000	Oh, this one's scary. Wa Qaalul Qulubuna Wulf
1486000	1490000	They said, our hearts are wrapped up.
1490000	1494000	Our hearts are safe, no matter what.
1494000	1498000	As bad as I am, I still have iman in my heart.
1498000	1501000	It doesn't matter how... Okay, ya, this is haram, this is haram, this is haram.
1501000	1504000	I do a lot of haram, but I'm a good person.
1504000	1507000	In my heart, I'm still a good person.
1507000	1510000	You should know that. Don't judge my heart.
1510000	1512000	My heart is still good.
1512000	1513000	O' Allah says,
1513000	1515000	Allaahubu'Allah bi Kufrihim
1515000	1517000	Allah crush them because they're denial.
1517000	1520000	Fa Qalilam Ma Ya'yut Bilun. How little they have faith.
1520000	1522000	This way of saying, ya, ya, ya, I'd shut.
1522000	1527000	You're right, I do a lot of bad things, but I'm not that bad because deep down inside...
1527000	1530000	Deep down, really deep down.
1530000	1534000	Wa Lammaa Jaaahum Kitabubin A'indil Nahi Musaddikul Dima Maaahum
1534000	1537000	And when they would make predictions of the future,
1537000	1541000	that when the final prophet comes, you will see,
1541000	1543000	Oh, it's gonna be awesome. We're gonna win.
1543000	1545000	Ah, that sounds familiar.
1545000	1550000	When the signs of judgment take come, then the Muslims are gonna...
1550000	1553000	Right now though, my heart's in a good place.
1553000	1558000	Wa Qalilam Min Kumli Astaftihaun A'adil Adha Bina Qafal. Okay.
1558000	1561000	Allah says to them, Listen.
1561000	1563000	He holds the mountain above them.
1563000	1565000	He scares them and says,
1565000	1567000	Hold on to what I'm giving you with might.
1567000	1569000	Wa Saba'u, Listen.
1569000	1571000	Qa'udu Sama'ana Wa As-Sina.
1571000	1573000	They say, We heard and we disobeyed.
1573000	1575000	You know what this is? Let me tell you.
1575000	1577000	Sometimes Allah scares people.
1578000	1580000	He puts them in a very scary situation.
1580000	1584000	And in that scary situation, they realize they must obey Allah.
1584000	1586000	And soon after that scary situation,
1586000	1589000	when the scary situation is gone, what happens to those people?
1589000	1592000	They're gonna...
1592000	1594000	Allah's not mad anymore.
1594000	1597000	I think I can go back to normal now.
1597000	1600000	Like Allah gives the analogy of even non-believers,
1600000	1603000	you know, when they're traveling by sea and the sea becomes turbulent,
1603000	1605000	they all start remembering Allah.
1605000	1609000	Right? If you're on a plane and the medical mouth mask falls.
1609000	1611000	Right?
1616000	1618000	Oops, sorry.
1618000	1620000	The pilot fell asleep.
1620000	1622000	You can put the medical mouth mask back up.
1622000	1625000	Okay, well, I'll go back to Netflix then.
1628000	1629000	Right?
1629000	1630000	So there's a...
1630000	1633000	And the idea here is actually even more than that.
1633000	1635000	They were shaken up and they were told,
1635000	1638000	listen to what we are giving you seriously.
1638000	1640000	And hold on to it.
1640000	1643000	And they said, we hear, but later on, even though they heard it,
1643000	1645000	they still disobeyed.
1645000	1647000	And then Allah says, has a punishment.
1647000	1649000	This is a punishment from Allah when people hear the word of Allah
1649000	1654000	and they don't care that Allah puts the love of filthy things in their hearts.
1654000	1655000	He says,
1658000	1661000	You know, they ended up loving the worship of a cow.
1661000	1663000	And they were obsessed with it.
1663000	1665000	Where did that filthy love come from?
1665000	1666000	It's shirk.
1666000	1667000	You're a Muslim.
1667000	1668000	How could you just do shirk like that?
1668000	1673000	That's the punishment of hearing the word of Allah after being shaken up
1673000	1674000	and still dismissing it.
1674000	1678000	Well, you want to dismiss it, then Allah does not reside in your heart.
1678000	1679000	Then you...
1679000	1681000	He'll allow that heart to be flooded with all kinds of shirk
1681000	1683000	and creepy weird practices.
1683000	1686000	And you'll find, I don't have to spell this out to you,
1686000	1689000	but there's no shortage of weird shirk-y,
1689000	1693000	total idol worship type practices across the Muslim world.
1693000	1697000	Total idol worship type, like crazy, and they call themselves Muslim.
1697000	1700000	And they do the most like non-Muslim things.
1700000	1701000	Openly.
1701000	1705000	I was told that I promised to stop my worship
1705000	1707000	but most of them made a promise breaking.
1707000	1710000	Every time they made any promise, they threw it away.
1710000	1712000	They couldn't keep any promises.
1712000	1715000	I learned this the hard way in Pakistan.
1715000	1717000	I thought things would get better.
1717000	1719000	You know what I learned about Islam?
1719000	1721000	When somebody says, don't worry about it at all.
1721000	1722000	Done.
1722000	1723000	Take care.
1723000	1725000	That's when you should worry.
1725000	1729000	When the guy says,
1729000	1731000	I'm thinking about it, I don't know.
1731000	1734000	Oh my God.
1734000	1739000	The more guarantees, the more guarantees,
1739000	1741000	the more lies.
1741000	1742000	Why?
1742000	1743000	Why?
1743000	1745000	Allah says every time they made any promise,
1745000	1746000	they threw it behind their back.
1746000	1749000	I was speaking to a senior in Pakistan intellectual,
1749000	1750000	became a friend of mine.
1750000	1752000	I love making friends with elders.
1752000	1753000	They're just so wise.
1753000	1756000	He said, you know what our problem is in our country?
1756000	1759000	We're just in the habit of lying about the smallest things.
1759000	1761000	We just have to lie.
1761000	1763000	We don't even have, there's no reason.
1763000	1764000	We still do it.
1764000	1765000	We still do it.
1765000	1771000	You're like, your friend is waiting for you at the door, right?
1771000	1773000	And he calls you and says, you coming?
1773000	1775000	You could say, I need five minutes.
1775000	1777000	You say, no, no, I'm already down the stairs.
1777000	1778000	I'm right there, bro.
1778000	1779000	I'm right there.
1779000	1781000	Just 10 seconds, 10 minutes later.
1781000	1782000	Right?
1782000	1787000	There was no reason to lie, but you still have to do it.
1787000	1788000	You know?
1788000	1791000	Hey, have you finished the Saim-e-Dalagi-Bu?
1791000	1792000	Alhamdulillah.
1797000	1799000	You guys are unrelated, Alhamdulillah.
1799000	1800000	I wasn't related to what you said.
1800000	1802000	I was just saying praise the Lord to Allah.
1802000	1806000	Then here's the other scary one.
1806000	1817000	You will find them the most desiring of living.
1817000	1819000	They just want to live.
1819000	1821000	They just don't want to die.
1821000	1824000	Even more than the people who do shirk.
1824000	1827000	Each one of them wants to live a thousand years.
1827000	1829000	You know how this is a new one.
1829000	1831000	I didn't think this would happen to us, but a lot of people
1831000	1834000	Muslims come up to me, young and old.
1834000	1836000	I have a real fear of dying.
1836000	1838000	I just don't want to die.
1838000	1839000	Why do you lucky death?
1839000	1840000	I have nightmares about dying.
1840000	1842000	Why are you afraid of dying?
1842000	1844000	We came from Allah.
1844000	1846000	We return back to Allah.
1846000	1847000	This is an episode of our life.
1847000	1849000	This is not the end of our life.
1849000	1854000	I met a doctor who told me he deals with patients that are on the verge of death.
1854000	1855000	You know?
1855000	1858000	And sometimes he has to tell the family he only has a month left.
1858000	1860000	He has two weeks left.
1860000	1864000	If you'd like to take him off the machine and take them home or whatever,
1864000	1868000	take them off dialysis, etc., then it's your choice.
1868000	1874000	And he says, man, I deal with atheist families, Jewish families, Christian families, Hindu families,
1874000	1876000	all kinds of Muslim families.
1876000	1879000	And the only families to say, no, no, no, he cannot die.
1879000	1880000	He cannot die.
1880000	1881000	Keep him on the machine.
1881000	1882000	I know his brain is not working anymore.
1882000	1884000	But no, no, no, that cannot be.
1884000	1885000	We cannot have him die.
1885000	1888000	The only families that do that are the Muslim families.
1889000	1891000	Everybody else says he had a good life.
1891000	1892000	The atheist says I had a good life.
1892000	1893000	Let me go in peace.
1893000	1896000	They have no problem.
1896000	1898000	The Hindu says, okay, I'll come back.
1898000	1899000	Karma, I'll come back.
